ilan_no,room,salon,brut_m2,net_m2,floor_location,building_age,building_floor,compliance_with_loan,bathroom_amount,building_type,fuel_type,price,il,ilce,mahalle,home_link
32820-4161,3,1,210,190,Ara Kat,17,4,True,2,Betonarme,Doğalgaz,,İstanbul,Eyüpsultan,GöktürkMerkez,https://www.hepsiemlak.com//en/istanbul-sisli-merkez-satilik/daire/2827-876

129141-184,3,1,140,135,5,21,5,True,1,Betonarme,Doğalgaz,869000,Kırıkkale,Merkez,Güzeltepe,https://www.hepsiemlak.com//en/kirikkale-merkez-guzeltepe-satilik/daire/129141-184

129141-184,3,1,140,135,5,21,5,True,1,Betonarme,Doğalgaz,,Kırıkkale,Merkez,Güzeltepe,https://www.hepsiemlak.com//en/eskisehir-odunpazari-akarbasi-satilik/daire/0-40373744

36439-5813,3,1,135,130,Yüksek Giriş,5,5,True,1,Betonarme,Doğalgaz,850000,Çorum,Merkez,Gülabibey,https://www.hepsiemlak.com//en/corum-merkez-gulabibey-satilik/daire/36439-5813

128085-363,3,1,130,120,En Üst Kat,0,3,True,2,Betonarme,Doğalgaz,1900000,Eskişehir,Tepebaşı,Çamlıca,https://www.hepsiemlak.com//en/eskisehir-tepebasi-camlica-satilik/daire/128085-363

126536-83,3,1,157,140,3,35,8,True,1,Betonarme,Doğalgaz,1570000,Giresun,Merkez,HacıHüseyin,https://www.hepsiemlak.com//en/giresun-merkez-haci-huseyin-satilik/daire/126536-83

13622-236,2,1,85,80,1,0,3,True,1,Betonarme,Doğalgaz,1300000,Sakarya,Karasu,Yalı,https://www.hepsiemlak.com//en/sakarya-karasu-yali-satilik/daire/13622-236

13622-236,2,1,85,80,1,0,3,True,1,Betonarme,Doğalgaz,,Sakarya,Karasu,Yalı,https://www.hepsiemlak.com//en/istanbul-kadikoy-acibadem-satilik/daire/134930-34

132608-145,2,1,95,90,1,0,3,True,2,Betonarme,Doğalgaz,830000,Bartın,Ulus,Abdipaşa(Yeşilpazar),https://www.hepsiemlak.com//en/bartin-ulus-abdipasa-yesilpazar-satilik/daire/132608-145

132608-145,2,1,95,90,1,0,3,True,2,Betonarme,Doğalgaz,,Bartın,Ulus,Abdipaşa(Yeşilpazar),https://www.hepsiemlak.com//en/duzce-merkez-darici-satilik/daire/134942-78

130607-200,2,1,90,80,Bahçe Katı,7,4,True,1,Betonarme,Doğalgaz,1550000,İstanbul,Çekmeköy,MehmetAkif,https://www.hepsiemlak.com//en/istanbul-cekmekoy-mehmet-akif-satilik/daire/130607-200

133337-92,1,1,65,60,Ara Kat,7,3,True,1,Betonarme,Elektrik,3800000,Aydın,Söke,Savuca,https://www.hepsiemlak.com//en/aydin-soke-savuca-satilik/daire/133337-92

133337-92,1,1,65,60,Ara Kat,7,3,True,1,Betonarme,Elektrik,,Aydın,Söke,Savuca,https://www.hepsiemlak.com//en/aydin-soke-savuca-satilik/daire/133337-92

133895-53,4,1,210,149,8,8,9,True,2,Betonarme,Doğalgaz,2750000,Kayseri,Kocasinan,Yakut,https://www.hepsiemlak.com//en/kayseri-kocasinan-yakut-satilik/daire/133895-53

124117-309,3,1,148,136,14,7,15,True,2,Betonarme,Doğalgaz,2150000,Samsun,İlkadım,Derebahçe,https://www.hepsiemlak.com//en/samsun-ilkadim-derebahce-satilik/daire/124117-309

124117-309,3,1,148,136,14,7,15,True,2,Betonarme,Doğalgaz,,Samsun,İlkadım,Derebahçe,https://www.hepsiemlak.com//en/ankara-sincan-tandogan-satilik/daire/129003-171

67654-1126,3,1,140,120,Ara Kat,7,5,True,2,Betonarme,Doğalgaz,2200000,Tekirdağ,Süleymanpaşa,100.Yıl,https://www.hepsiemlak.com//en/tekirdag-suleymanpasa-100-yil-satilik/daire/67654-1126

67654-1126,3,1,140,120,Ara Kat,7,5,True,2,Betonarme,Doğalgaz,,Tekirdağ,Süleymanpaşa,100.Yıl,https://www.hepsiemlak.com//en/ankara-kecioren-sancaktepe-satilik/daire/15878-13472

130546-382,3,1,180,140,1,1,5,True,2,Betonarme,Doğalgaz,3800000,Antalya,Kepez,FevziÇakmak,https://www.hepsiemlak.com//en/antalya-kepez-fevzi-cakmak-satilik/daire/130546-382

20309-19,2,1,114,110,2,0,4,True,1,Betonarme,Doğalgaz,1495000,K.K.T.C.,Güzelyurt,Kalkanlı,https://www.hepsiemlak.com//en/kktc-guzelyurt-kalkanli-satilik/daire/20309-19

20309-19,2,1,114,110,2,0,4,True,1,Betonarme,Doğalgaz,,K.K.T.C.,Güzelyurt,Kalkanlı,https://www.hepsiemlak.com//en/antalya-dosemealti-yenikoy-satilik/daire/129936-17

20309-19,2,1,114,110,2,0,4,True,1,Betonarme,Doğalgaz,,K.K.T.C.,Güzelyurt,Kalkanlı,https://www.hepsiemlak.com//en/edirne-merkez-sukrupasa-satilik/daire/121975-520

20309-19,2,1,114,110,2,0,4,True,1,Betonarme,Doğalgaz,,K.K.T.C.,Güzelyurt,Kalkanlı,https://www.hepsiemlak.com//en/istanbul-eyupsultan-circir-satilik/daire/109158-2637

20309-19,2,1,114,110,2,0,4,True,1,Betonarme,Doğalgaz,,K.K.T.C.,Güzelyurt,Kalkanlı,https://www.hepsiemlak.com//en/ankara-cankaya-ayranci-satilik/daire/16814-6811

20309-19,2,1,114,110,2,0,4,True,1,Betonarme,Doğalgaz,,K.K.T.C.,Güzelyurt,Kalkanlı,https://www.hepsiemlak.com//en/bursa-nilufer-30-agustos-zafer-satilik/daire/133443-48

129824-214,2,1,100,87,1,0,4,True,1,Betonarme,Doğalgaz,4650000,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/istanbul-maltepe-idealtepe-satilik/daire/129824-214

129824-214,2,1,100,87,1,0,4,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/ankara-cankaya-birlik-satilik/daire/5679-2141

129824-214,2,1,100,87,1,0,4,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/istanbul-kadikoy-goztepe-satilik/daire/1049-168384

76272-1486,3,1,165,130,5,15,5,True,2,Betonarme,Elektrik,3300000,Aydın,Kuşadası,Cumhuriyet,https://www.hepsiemlak.com//en/aydin-kusadasi-cumhuriyet-satilik/daire/76272-1486

76272-1486,3,1,165,130,5,15,5,True,2,Betonarme,Elektrik,,Aydın,Kuşadası,Cumhuriyet,https://www.hepsiemlak.com//en/kocaeli-izmit-erenler-satilik/daire/1420-1593

76272-1486,3,1,165,130,5,15,5,True,2,Betonarme,Elektrik,,Aydın,Kuşadası,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-tuzla-aydintepe-satilik/daire/134320-61

76272-1486,3,1,165,130,5,15,5,True,2,Betonarme,Elektrik,,Aydın,Kuşadası,Cumhuriyet,https://www.hepsiemlak.com//en/balikesir-edremit-tuzcumurat-satilik/daire/129855-365

76272-1486,3,1,165,130,5,15,5,True,2,Betonarme,Elektrik,,Aydın,Kuşadası,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-maltepe-idealtepe-satilik/daire/129824-214

77943-3235,3,1,125,120,4,26,4,True,1,Betonarme,Doğalgaz,1595000,İstanbul,Bağcılar,Güneşli,https://www.hepsiemlak.com//en/istanbul-bagcilar-gunesli-satilik/daire/77943-3235

77943-3235,3,1,125,120,4,26,4,True,1,Betonarme,Doğalgaz,,İstanbul,Bağcılar,Güneşli,https://www.hepsiemlak.com//en/antalya-kepez-cankaya-satilik/daire/86255-503

77943-3235,3,1,125,120,4,26,4,True,1,Betonarme,Doğalgaz,,İstanbul,Bağcılar,Güneşli,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/133143-28

57801-2121,3,1,120,105,3,4,3,True,1,Betonarme,Doğalgaz,2175000,İstanbul,Sancaktepe,YunusEmre,https://www.hepsiemlak.com//en/istanbul-sancaktepe-yunus-emre-satilik/daire/57801-2121

57801-2121,3,1,120,105,3,4,3,True,1,Betonarme,Doğalgaz,,İstanbul,Sancaktepe,YunusEmre,https://www.hepsiemlak.com//en/ankara-yenimahalle-pamuklar-satilik/daire/16354-23726

57801-2121,3,1,120,105,3,4,3,True,1,Betonarme,Doğalgaz,,İstanbul,Sancaktepe,YunusEmre,https://www.hepsiemlak.com//en/ankara-sincan-ataturk-satilik/daire/135537-27

57801-2121,3,1,120,105,3,4,3,True,1,Betonarme,Doğalgaz,,İstanbul,Sancaktepe,YunusEmre,https://www.hepsiemlak.com//en/kocaeli-izmit-erenler-satilik/daire/1420-1593

57801-2121,3,1,120,105,3,4,3,True,1,Betonarme,Doğalgaz,,İstanbul,Sancaktepe,YunusEmre,https://www.hepsiemlak.com//en/aydin-kusadasi-ikicesmelik-satilik/daire/135147-25

57801-2121,3,1,120,105,3,4,3,True,1,Betonarme,Doğalgaz,,İstanbul,Sancaktepe,YunusEmre,https://www.hepsiemlak.com//en/ankara-mamak-tuzlucayir-satilik/daire/132505-347

34471-3784,3,1,150,135,4,8,4,True,2,Betonarme,Doğalgaz,2650000,İstanbul,Kağıthane,Çeliktepe,https://www.hepsiemlak.com//en/istanbul-kagithane-celiktepe-satilik/daire/34471-3784

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,3250000,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/ankara-cankaya-osman-temiz-satilik/daire/14072-12550

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/antalya-muratpasa-yesilbahce-satilik/daire/129335-62

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/izmir-karsiyaka-semikler-satilik/daire/74605-235

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/konya-meram-aymanas-satilik/daire/57068-80

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/konya-selcuklu-beyhekim-satilik/daire/125683-778

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/kocaeli-kartepe-istasyon-satilik/daire/100485-757

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/istanbul-esenyurt-esenkent-satilik/daire/136191-14

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/balikesir-altieylul-bahcelievler-satilik/daire/114735-1194

14072-12550,4,1,180,165,2,24,2,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,OsmanTemiz,https://www.hepsiemlak.com//en/izmir-menderes-kemalpasa-satilik/daire/2527-12359

128324-351,5,1,222,165,En Üst Kat,27,4,True,2,Betonarme,Doğalgaz,1950000,Eskişehir,Odunpazarı,Kırmızıtoprak,https://www.hepsiemlak.com//en/eskisehir-odunpazari-kirmizitoprak-satilik/daire/128324-351

128324-351,5,1,222,165,En Üst Kat,27,4,True,2,Betonarme,Doğalgaz,,Eskişehir,Odunpazarı,Kırmızıtoprak,https://www.hepsiemlak.com//en/istanbul-bahcelievler-kocasinan-merkez-satilik/daire/132003-192

128324-351,5,1,222,165,En Üst Kat,27,4,True,2,Betonarme,Doğalgaz,,Eskişehir,Odunpazarı,Kırmızıtoprak,https://www.hepsiemlak.com//en/kocaeli-golcuk-halidere-yeni-satilik/daire/136321-14

128324-351,5,1,222,165,En Üst Kat,27,4,True,2,Betonarme,Doğalgaz,,Eskişehir,Odunpazarı,Kırmızıtoprak,https://www.hepsiemlak.com//en/mugla-bodrum-muskebi-satilik/daire/64802-5880

6949-2986,3,1,105,95,1,35,5,True,1,Betonarme,Doğalgaz,2275000,İzmir,Karabağlar,Esenyalı,https://www.hepsiemlak.com//en/izmir-karabaglar-esenyali-satilik/daire/6949-2986

6949-2986,3,1,105,95,1,35,5,True,1,Betonarme,Doğalgaz,,İzmir,Karabağlar,Esenyalı,https://www.hepsiemlak.com//en/istanbul-kadikoy-erenkoy-satilik/daire/1100-11699

135400-52,4,1,189,185,2,2,13,True,2,Betonarme,Doğalgaz,7750000,İstanbul,Beylikdüzü,AdnanKahveci,https://www.hepsiemlak.com//en/istanbul-beylikduzu-adnan-kahveci-satilik/daire/135400-52

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,2400000,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beylikduzu-yakuplu-satilik/daire/136326-13

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-sincan-plevne-satilik/daire/136047-57

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-mamak-safaktepe-satilik/daire/105502-1641

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-mursel-uluc-satilik/daire/54671-2591

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-guzelbahce-siteler-satilik/daire/27947-6484

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karabaglar-poligon-satilik/daire/109355-300

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kayseri-kocasinan-seyrani-satilik/daire/0-40368035

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-eyupsultan-esentepe-satilik/daire/0-40370023

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-maltepe-cevizli-satilik/daire/0-40367978

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-tuzla-aydintepe-satilik/daire/0-40368073

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kayseri-talas-mevlana-satilik/daire/0-40368064

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/eskisehir-odunpazari-gultepe-satilik/daire/0-40368768

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-altindag-karapurcek-satilik/daire/0-40370354

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/tekirdag-cerkezkoy-yildirim-beyazit-satilik/daire/0-40367718

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beylikduzu-kavakli-satilik/daire/0-40369921

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-pinarbasi-satilik/daire/0-40368610

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-keklik-pinari-satilik/daire/0-40368136

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-toroslar-korukent-satilik/daire/0-40368066

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-konak-piri-reis-satilik/daire/135166-113

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kayseri-melikgazi-aydinlikevler-satilik/daire/0-40372501

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kirikkale-yahsihan-bayraktepe-satilik/daire/0-40371886

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-muratpasa-demircikara-satilik/daire/133098-19

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-osman-temiz-satilik/daire/24453-6433

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-tarsus-anit-satilik/daire/121519-498

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/aydin-didim-efeler-satilik/daire/110806-951

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/bursa-osmangazi-demirtas-cumhuriyet-satilik/daire/132668-37

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/bursa-mudanya-guzelyali-yali-satilik/daire/124611-17

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kayseri-talas-mevlana-satilik/daire/124673-99

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-mamak-durali-alic-satilik/daire/130256-196

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-ovecler-satilik/daire/36856-417

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/123508-488

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-sisli-merkez-satilik/daire/120480-1043

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-hilal-satilik/daire/25807-2639

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/sivas-merkez-seyh-samil-satilik/daire/78238-3259

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karsiyaka-ornekkoy-satilik/daire/71862-1378

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/denizli-merkezefendi-gumuscay-satilik/daire/135046-473

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-mezitli-merkez-satilik/daire/130862-186

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-kanuni-satilik/daire/135446-133

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/134227-87

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/eskisehir-tepebasi-fatih-satilik/daire/63496-4782

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-alanya-mahmutlar-satilik/daire/117654-401

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-bornova-inonu-satilik/daire/133288-75

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karsiyaka-bostanli-satilik/daire/3103-2510

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-dosemealti-yenikoy-satilik/daire/112106-266

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/balikesir-gomec-yaya-satilik/daire/118129-372

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-maltepe-cinar-satilik/daire/1057-11807

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-mamak-ege-satilik/daire/15126-4085

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/sakarya-karasu-yali-satilik/daire/133471-46

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-basinevleri-satilik/daire/135323-71

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/aydin-kusadasi-guzelcamli-satilik/daire/27499-2462

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/yalova-merkez-gazi-osman-pasa-satilik/daire/87808-1427

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-sehit-cevdet-ozdemir-satilik/daire/6464-10999

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-etimesgut-yeni-baglica-satilik/daire/110538-1918

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-incirli-satilik/daire/95656-1229

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-emrah-satilik/daire/124604-308

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-bahcelievler-yenibosna-merkez-satilik/daire/81705-10692

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kadikoy-19-mayis-satilik/daire/39039-2861

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-pursaklar-mimar-sinan-satilik/daire/131857-89

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-altindag-besikkaya-satilik/daire/130104-676

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/trabzon-vakfikebir-hurriyet-satilik/daire/67389-220

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-mamak-turkozu-satilik/daire/133310-69

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kagithane-hurriyet-satilik/daire/134368-60

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-sancaktepe-satilik/daire/5116-760

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/balikesir-edremit-kadikoy-satilik/daire/120696-195

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-gaziosmanpasa-yenidogan-satilik/daire/115954-25

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-esenyurt-yenikent-satilik/daire/134951-220

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-cigli-yakakent-satilik/daire/132356-43

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-yenimahalle-pamuklar-satilik/daire/39672-9376

